N,Iteration,Factor,IR
20,155,MKT_RF,0.36615466288235504
20,155,SMB,-0.28582705341672104
20,155,HML,0.17061803261303587
20,155,WML,0.43631252890084576
20,156,MKT_RF,0.19083464419351379
20,156,SMB,-0.5233881589042749
20,156,HML,0.5128787811912002
20,156,WML,0.8852343992924169
20,157,MKT_RF,0.09788299895291798
20,157,SMB,-0.02476573819045921
20,157,HML,0.3981927915580423
20,157,WML,0.6420451542132086
20,158,MKT_RF,0.37746313251543634
20,158,SMB,-0.14813163839836974
20,158,HML,0.10940650224935415
20,158,WML,0.7612515459271044
20,159,MKT_RF,0.40941602545031697
20,159,SMB,-0.10118464349814665
20,159,HML,0.2265814173734057
20,159,WML,0.12245717901550471
20,160,MKT_RF,0.2818405487604931
20,160,SMB,0.21085774431882057
20,160,HML,0.18377051004120726
20,160,WML,0.5461880359876308
20,161,MKT_RF,0.5156362018334317
20,161,SMB,-0.18720371847412468
20,161,HML,0.4929647400652894
20,161,WML,0.21246603540038547
20,162,MKT_RF,0.4641015948125742
20,162,SMB,-0.14294127765742784
20,162,HML,0.555896458834642
20,162,WML,-0.010210470467208127
20,163,MKT_RF,0.43318079269444854
20,163,SMB,0.07396357220299928
20,163,HML,0.1575914330125363
20,163,WML,-0.13858039392914778
20,164,MKT_RF,0.5667743894904017
20,164,SMB,-0.027139660298029243
20,164,HML,0.05075979669842299
20,164,WML,0.034791126341584946
20,165,MKT_RF,0.3193271963618973
20,165,SMB,0.1267443205201551
20,165,HML,0.2205062602791043
20,165,WML,0.5877468182716508
20,166,MKT_RF,0.4259732003920119
20,166,SMB,-0.21727983987527627
20,166,HML,0.15311555066625998
20,166,WML,0.30247401805040286
20,167,MKT_RF,0.40796422148140093
20,167,SMB,-0.18579631875743313
20,167,HML,0.39120833759454304
20,167,WML,0.25917772901499214
20,168,MKT_RF,0.5084671648906156
20,168,SMB,-0.5422008144821071
20,168,HML,0.457543398296078
20,168,WML,0.26939459602085525
20,169,MKT_RF,0.42738712656631783
20,169,SMB,-0.18998280982558668
20,169,HML,0.20546828679250811
20,169,WML,0.12772314294447487
20,170,MKT_RF,0.45166507121058963
20,170,SMB,-0.34439634751469234
20,170,HML,0.36427888749120907
20,170,WML,0.5743191208368498
20,171,MKT_RF,0.4714749038675297
20,171,SMB,-0.4714473484620403
20,171,HML,0.01409858084464763
20,171,WML,0.31699822566972163
20,172,MKT_RF,0.39976119460615367
20,172,SMB,-0.16673764174708472
20,172,HML,-0.06767323919506461
20,172,WML,0.15697918527626764
20,173,MKT_RF,0.5396543745422463
20,173,SMB,-0.30792685429133804
20,173,HML,-0.005831273159149516
20,173,WML,0.021357088612150424
20,174,MKT_RF,0.3723131817995921
20,174,SMB,-0.17985546908282338
20,174,HML,0.6366654162812868
20,174,WML,0.35950342482993786
20,175,MKT_RF,0.2923472080176213
20,175,SMB,-0.32396735082168454
20,175,HML,0.4891424459703065
20,175,WML,0.7032039833688681
20,176,MKT_RF,0.30909510133893037
20,176,SMB,-0.48619091296241906
20,176,HML,0.5910355176637397
20,176,WML,0.2653372920835737
20,177,MKT_RF,0.3780811122026878
20,177,SMB,-0.28167604218819803
20,177,HML,-0.1107594259564582
20,177,WML,0.3034023687415855
20,178,MKT_RF,0.4820486809889974
20,178,SMB,0.0016936824172218638
20,178,HML,0.05610196645593795
20,178,WML,0.5006234611785773
20,179,MKT_RF,0.28175916429264053
20,179,SMB,-0.20001096097237642
20,179,HML,0.2784654180893829
20,179,WML,0.5575993253784093
20,180,MKT_RF,0.6781507604815761
20,180,SMB,-0.24907782460947842
20,180,HML,0.13268257403312067
20,180,WML,0.08610634805723334
20,181,MKT_RF,0.28805178090540595
20,181,SMB,0.07929017942111968
20,181,HML,0.5174924622177434
20,181,WML,0.4638098835657523
20,182,MKT_RF,0.8464732786456246
20,182,SMB,-0.008466088664458287
20,182,HML,0.09680891827763163
20,182,WML,-0.4006155362864327
20,183,MKT_RF,0.48420786965974955
20,183,SMB,-0.44433368971732007
20,183,HML,-0.11484324435349429
20,183,WML,-0.1727652919662724
20,184,MKT_RF,0.4140124584370334
20,184,SMB,-0.7605708252336806
20,184,HML,0.3832575777493929
20,184,WML,0.5439813995920861
20,185,MKT_RF,0.4271271770829442
20,185,SMB,-0.4085448352810973
20,185,HML,0.5033236100579761
20,185,WML,-0.0750373169426683
20,186,MKT_RF,0.5228014010241351
20,186,SMB,-0.06916292541090036
20,186,HML,0.3207996415563171
20,186,WML,0.3061926431945623
20,187,MKT_RF,0.30006877014322797
20,187,SMB,-0.12403937667594768
20,187,HML,0.5231667795872291
20,187,WML,0.5690937734873139
20,188,MKT_RF,0.6629712188284105
20,188,SMB,-0.05752124031121832
20,188,HML,0.6634936779185515
20,188,WML,0.19862035054818167
20,189,MKT_RF,0.49256184124621355
20,189,SMB,0.018872614462028654
20,189,HML,0.16909633926419002
20,189,WML,0.23455171363649124
20,190,MKT_RF,0.48804636444805577
20,190,SMB,-0.1793235088138038
20,190,HML,-9.559786076414437e-06
20,190,WML,0.1641601039610298
20,191,MKT_RF,0.3745688497184046
20,191,SMB,-0.3461068294307754
20,191,HML,0.6460641754337944
20,191,WML,0.4167510490656716
20,192,MKT_RF,0.41070007604031605
20,192,SMB,-0.14573161044590724
20,192,HML,0.35195067499129407
20,192,WML,-0.15301307563538696
20,193,MKT_RF,0.5205921958513928
20,193,SMB,-0.05088409871271262
20,193,HML,0.44939145146787207
20,193,WML,0.011218790505393591
20,194,MKT_RF,0.3162059700123466
20,194,SMB,-0.525421840185419
20,194,HML,0.35556584741827585
20,194,WML,0.5677684135508785
20,195,MKT_RF,0.42262257452045743
20,195,SMB,-0.1742949677167524
20,195,HML,0.08785276379173018
20,195,WML,0.3781267080674611
20,196,MKT_RF,0.3185237012814643
20,196,SMB,-0.27415947391488205
20,196,HML,0.29025485742228435
20,196,WML,0.7374261075894857
20,197,MKT_RF,0.4875594080089518
20,197,SMB,-0.18865065229608588
20,197,HML,0.4133764931374888
20,197,WML,0.21474519509140302
20,198,MKT_RF,0.5740953616516022
20,198,SMB,-0.2051238781154869
20,198,HML,-0.0043395613814279695
20,198,WML,0.0942438105586834
20,199,MKT_RF,0.5265926414476957
20,199,SMB,0.05390421446510803
20,199,HML,0.2689585433912792
20,199,WML,0.1541629050361502
20,200,MKT_RF,0.1997122496981689
20,200,SMB,0.08984388576902062
20,200,HML,0.06186551721641341
20,200,WML,0.49448056497409293
20,201,MKT_RF,0.23045532778267927
20,201,SMB,-0.018010028854917974
20,201,HML,0.3904621612196581
20,201,WML,0.2353167048008259
20,202,MKT_RF,0.5738882472512431
20,202,SMB,-0.5022680451140086
20,202,HML,0.374863400599685
20,202,WML,-0.2592792340043311
20,203,MKT_RF,0.3460828724267534
20,203,SMB,-0.0780167551923022
20,203,HML,0.07345813986548522
20,203,WML,0.24973798263875882
20,204,MKT_RF,0.7220039697350633
20,204,SMB,-0.252509011018451
20,204,HML,0.09132975217606701
20,204,WML,0.22640048657945144
20,205,MKT_RF,0.18204075349936064
20,205,SMB,-0.4513069153065616
20,205,HML,0.14351608467676624
20,205,WML,0.7870663604340244
20,206,MKT_RF,0.6112445179921145
20,206,SMB,-0.3385671093820907
20,206,HML,0.3083186778046242
20,206,WML,-0.30199381645471696
20,207,MKT_RF,0.4105939056889588
20,207,SMB,0.1075779949830646
20,207,HML,0.2560448121410655
20,207,WML,0.6529088190028349
20,208,MKT_RF,0.3148482765784759
20,208,SMB,-0.17491177109260878
20,208,HML,0.3276831221707354
20,208,WML,0.5393705788660905
20,209,MKT_RF,0.3364834337191073
20,209,SMB,-0.13893834216853848
20,209,HML,0.33554307165363506
20,209,WML,0.18047522261561896
20,210,MKT_RF,0.2984665735720732
20,210,SMB,0.026300917675614207
20,210,HML,0.49858923859186155
20,210,WML,0.28002468153051396
20,211,MKT_RF,0.37360492850000426
20,211,SMB,-0.30764250199013604
20,211,HML,0.20582698533546334
20,211,WML,0.12126124989521207
20,212,MKT_RF,0.27453481564571075
20,212,SMB,0.15613078097265856
20,212,HML,0.1934749579545999
20,212,WML,0.5695864759927344
20,213,MKT_RF,0.6959120653359793
20,213,SMB,-0.15877358256116542
20,213,HML,0.06636825532226925
20,213,WML,0.013423979970751954
20,214,MKT_RF,0.3384223336039453
20,214,SMB,-0.06867292134006306
20,214,HML,-0.11365347178266928
20,214,WML,0.15024177085483412
20,215,MKT_RF,0.497840940628072
20,215,SMB,-0.3011971298284701
20,215,HML,0.6016638246020254
20,215,WML,-0.34105718356607617
20,216,MKT_RF,0.1821597993646525
20,216,SMB,-0.3352056225351949
20,216,HML,0.24037314877787033
20,216,WML,0.9330038122855051
20,217,MKT_RF,0.21662337934427922
20,217,SMB,0.05427575078418689
20,217,HML,0.00638970985724504
20,217,WML,0.6897162648233843
20,218,MKT_RF,0.5055063623702796
20,218,SMB,-0.5310590248805561
20,218,HML,0.2612856564578293
20,218,WML,0.505877093155768
20,219,MKT_RF,0.3018871459127262
20,219,SMB,-0.041846155031916216
20,219,HML,0.42699688720815265
20,219,WML,0.4646087641410322
20,220,MKT_RF,-0.025550028526258484
20,220,SMB,-0.21753488597056825
20,220,HML,0.6213545923026518
20,220,WML,1.0115103037200517
20,221,MKT_RF,0.12381675373790302
20,221,SMB,-0.4273549032762599
20,221,HML,0.40286340178531155
20,221,WML,0.25644064246025344
20,222,MKT_RF,0.4845522983964588
20,222,SMB,-0.6109301853125343
20,222,HML,0.035526296997665276
20,222,WML,0.3166708528057711
20,223,MKT_RF,0.32620226399539776
20,223,SMB,-0.15996723591414494
20,223,HML,0.24498790370757678
20,223,WML,0.8767842095205627
20,224,MKT_RF,0.6420287572109259
20,224,SMB,0.027311005153520855
20,224,HML,-0.09109458862402033
20,224,WML,-0.1555304408997159
20,225,MKT_RF,0.5631817981137386
20,225,SMB,-0.3047726963951505
20,225,HML,0.22325570068277678
20,225,WML,0.04932752185510638
20,226,MKT_RF,0.40386024789484
20,226,SMB,-0.1351343161224996
20,226,HML,0.546479610649841
20,226,WML,0.6638823261723296
20,227,MKT_RF,0.6441937995754257
20,227,SMB,-0.07318361297043678
20,227,HML,0.24690101276645776
20,227,WML,0.13774169359125293
20,228,MKT_RF,0.38158768141812455
20,228,SMB,-0.40839721722820327
20,228,HML,0.28066188867996605
20,228,WML,0.4825062360998836
20,229,MKT_RF,0.5099140561996476
20,229,SMB,-0.4048375773580736
20,229,HML,0.09245542130421751
20,229,WML,-0.3032075532152544
20,230,MKT_RF,0.05691326266071977
20,230,SMB,-0.3280366719560918
20,230,HML,0.254024325429075
20,230,WML,0.6567800904674042
20,231,MKT_RF,0.3674356914652543
20,231,SMB,-0.3870140713426652
20,231,HML,0.12477526186418093
20,231,WML,0.24610980192482204
20,232,MKT_RF,0.529228927484964
20,232,SMB,-0.058378450704501234
20,232,HML,0.3001752909842385
20,232,WML,0.1345765077901288
20,233,MKT_RF,0.29810333982648535
20,233,SMB,-0.16669399858615924
20,233,HML,0.14017492739808268
20,233,WML,0.5753891388326318
20,234,MKT_RF,0.38425520839796473
20,234,SMB,0.21481124650768676
20,234,HML,0.3317857397089323
20,234,WML,0.28256959369250634
20,235,MKT_RF,0.3183328647337639
20,235,SMB,-0.07105431091384537
20,235,HML,0.420921952668647
20,235,WML,0.864696439999554
20,236,MKT_RF,0.6954221082774502
20,236,SMB,-0.24752467381781368
20,236,HML,0.41722496576040047
20,236,WML,-0.0021259055988368187
20,237,MKT_RF,0.5307322347233003
20,237,SMB,-0.03405755991324459
20,237,HML,0.3518167917476236
20,237,WML,0.10340948737143973
20,238,MKT_RF,0.5709633463023834
20,238,SMB,-0.3318744981836407
20,238,HML,0.2557370698828505
20,238,WML,-0.11235247201866674
20,239,MKT_RF,0.4972679801321604
20,239,SMB,-0.07852387868201612
20,239,HML,0.25927061959182196
20,239,WML,0.3227359033841567
20,240,MKT_RF,0.14497089535436583
20,240,SMB,-0.06978884587041767
20,240,HML,-0.008757177849980272
20,240,WML,1.0813036535087317
20,241,MKT_RF,0.18504339943503267
20,241,SMB,-0.4200384589793459
20,241,HML,0.3332373351174774
20,241,WML,0.6933929421931633
20,242,MKT_RF,0.2036300621537726
20,242,SMB,-0.06955266917635798
20,242,HML,0.26308389902988377
20,242,WML,0.29944391685878213
20,243,MKT_RF,0.5077332384700861
20,243,SMB,-0.07884393750275534
20,243,HML,0.0939315222287269
20,243,WML,0.33311018926099806
20,244,MKT_RF,0.5212361392116416
20,244,SMB,0.17267831620392626
20,244,HML,0.3405653396980995
20,244,WML,-0.3105682954762404
20,245,MKT_RF,0.612154103642984
20,245,SMB,-0.3945357665509028
20,245,HML,0.4468500127618639
20,245,WML,-0.4770295614404804
20,246,MKT_RF,0.18880583837094678
20,246,SMB,0.11799175647341165
20,246,HML,0.9529557520253009
20,246,WML,0.5620320239913575
20,247,MKT_RF,0.4686169185332596
20,247,SMB,-0.1843263711583443
20,247,HML,0.15958188831650535
20,247,WML,0.22847049156489496
20,248,MKT_RF,0.5315182180065743
20,248,SMB,-0.2967237986227716
20,248,HML,0.37890689916571363
20,248,WML,0.2884774452542236
20,249,MKT_RF,0.626919658292799
20,249,SMB,-0.46282649192413816
20,249,HML,-0.008508161238254612
20,249,WML,-0.0032626541393929787
20,250,MKT_RF,0.6305180060306848
20,250,SMB,-0.10342692806720005
20,250,HML,0.1259100524562248
20,250,WML,-0.25362321385875686
20,251,MKT_RF,0.4903420481576626
20,251,SMB,-0.3523053181977542
20,251,HML,0.09437364080799394
20,251,WML,0.3883480262764556
20,252,MKT_RF,0.3864915433952067
20,252,SMB,-0.10154662127408372
20,252,HML,0.4883357451682068
20,252,WML,0.46368567798956106
20,253,MKT_RF,0.38699678602703436
20,253,SMB,-0.05356885797744168
20,253,HML,-0.2838807049679604
20,253,WML,0.47560371955964525
20,254,MKT_RF,0.327280798833605
20,254,SMB,-0.15856674362168569
20,254,HML,0.29995042297436664
20,254,WML,0.47103609127321944
20,255,MKT_RF,0.49802580942394103
20,255,SMB,0.039907984291730834
20,255,HML,0.05550061798452841
20,255,WML,-0.5770008515309337
20,256,MKT_RF,0.7133886271701427
20,256,SMB,-0.35452062759276837
20,256,HML,0.006077619807738382
20,256,WML,-0.5188036728801844
20,257,MKT_RF,0.3482137371583293
20,257,SMB,0.011874306122136398
20,257,HML,0.2993161945649858
20,257,WML,0.5759350429509109
20,258,MKT_RF,0.4020722544126933
20,258,SMB,-0.09697150638430078
20,258,HML,0.18749568396784036
20,258,WML,0.5485021267128813
20,259,MKT_RF,0.4646885152247603
20,259,SMB,-0.5337159103187293
20,259,HML,0.27343362586417214
20,259,WML,0.552265670795487
20,260,MKT_RF,0.6504918484565686
20,260,SMB,-0.2390902224111698
20,260,HML,-0.03421432255744101
20,260,WML,-0.519807806497894
20,261,MKT_RF,0.5826313010850181
20,261,SMB,-0.07348977329679396
20,261,HML,0.1439425240938125
20,261,WML,-0.10566053690735165
20,262,MKT_RF,0.5016269066841038
20,262,SMB,-0.20816866545385185
20,262,HML,0.29616229398998095
20,262,WML,0.06610215803279317
20,263,MKT_RF,0.6776758371808632
20,263,SMB,-0.2774278914217087
20,263,HML,0.2966853063082937
20,263,WML,-0.18055035465475794
20,264,MKT_RF,0.5659369590632574
20,264,SMB,-0.3280471567142751
20,264,HML,0.5231625058726245
20,264,WML,0.31234628232213857
20,265,MKT_RF,0.33190508557173454
20,265,SMB,-0.1184410066039673
20,265,HML,0.21253916872893558
20,265,WML,-0.03115481023879138
20,266,MKT_RF,0.10501173125736812
20,266,SMB,-0.14683827146339784
20,266,HML,0.4281144040425677
20,266,WML,0.9030907175067736
20,267,MKT_RF,0.4329741210021177
20,267,SMB,0.0015337691499450656
20,267,HML,0.037886382492175
20,267,WML,0.3000888693791593
20,268,MKT_RF,0.6409882119658419
20,268,SMB,0.17521483289527842
20,268,HML,0.3977228818129402
20,268,WML,-0.16593425788713692
20,269,MKT_RF,0.5530681782583171
20,269,SMB,-0.0755833105445713
20,269,HML,0.4343752420034568
20,269,WML,-0.29137401824360865
20,270,MKT_RF,0.5125011472544426
20,270,SMB,-0.005778294815300246
20,270,HML,0.07638219662278989
20,270,WML,0.2545190656122443
20,271,MKT_RF,0.5543859478478567
20,271,SMB,-0.19111739568588731
20,271,HML,0.5435054805559248
20,271,WML,0.04796490462698846
20,272,MKT_RF,0.27776665797035016
20,272,SMB,-0.12169854694667133
20,272,HML,0.41768490743579106
20,272,WML,0.35108035730015114
20,273,MKT_RF,0.48920055714612454
20,273,SMB,-0.15272693582368585
20,273,HML,-0.0306540959026836
20,273,WML,-0.2031245482552982
20,274,MKT_RF,0.5524846995440793
20,274,SMB,-0.31376565375932186
20,274,HML,0.016100565243780778
20,274,WML,0.26926531568627654
20,275,MKT_RF,0.23495322029696064
20,275,SMB,0.08113050091652053
20,275,HML,-0.006192400302653327
20,275,WML,0.4046012395058225
20,276,MKT_RF,0.3717259283613166
20,276,SMB,-0.5007047337317466
20,276,HML,0.11716127598610575
20,276,WML,0.415639418655967
20,277,MKT_RF,0.1083673878354601
20,277,SMB,-0.5496414674588102
20,277,HML,0.5990669579633893
20,277,WML,0.6468689810691879
20,278,MKT_RF,0.3832604070938951
20,278,SMB,-0.1467276898281914
20,278,HML,0.20566949887215064
20,278,WML,0.41560264546670983
20,279,MKT_RF,0.3791850721456906
20,279,SMB,-0.5218943090802569
20,279,HML,0.148252834199456
20,279,WML,0.8991298698151668
20,280,MKT_RF,0.38985019524339054
20,280,SMB,-0.404094108888905
20,280,HML,0.33470597824997683
20,280,WML,0.011440324288851049
20,281,MKT_RF,0.5771678597626738
20,281,SMB,-0.24297297296193554
20,281,HML,0.05778355962005153
20,281,WML,-0.35419857935428123
20,282,MKT_RF,0.6388161464870447
20,282,SMB,-0.23082197504244334
20,282,HML,0.12322546528074833
20,282,WML,0.225102819920147
20,283,MKT_RF,0.4078972574216141
20,283,SMB,-0.161675643007783
20,283,HML,-0.015007022559055195
20,283,WML,0.17066559672667814
20,284,MKT_RF,0.420271123169213
20,284,SMB,-0.20036268496809426
20,284,HML,0.8048465148854251
20,284,WML,0.6865782698680788
20,285,MKT_RF,0.30116927342157035
20,285,SMB,-0.03760071333748934
20,285,HML,0.6806773277274059
20,285,WML,0.24462313927240498
20,286,MKT_RF,0.3225291173464242
20,286,SMB,-0.36036542634649454
20,286,HML,0.16378878433000876
20,286,WML,0.44399248513670075
20,287,MKT_RF,0.4135931453026689
20,287,SMB,-0.14671868199421267
20,287,HML,0.030050135568785354
20,287,WML,0.10867601620678803
20,288,MKT_RF,0.43113257006818456
20,288,SMB,-0.09734797426062815
20,288,HML,0.5368802222247215
20,288,WML,0.6918855388178051
20,289,MKT_RF,0.21895808351393642
20,289,SMB,-0.2968360513047235
20,289,HML,0.7610558457497458
20,289,WML,0.31381027248196863
20,290,MKT_RF,0.435665261587723
20,290,SMB,-0.2250916373858621
20,290,HML,0.31174559302805555
20,290,WML,0.3050120045229167
20,291,MKT_RF,0.275282828764958
20,291,SMB,-0.019541706979127983
20,291,HML,0.1305058342668403
20,291,WML,0.43387845243719125
20,292,MKT_RF,0.22030346637750012
20,292,SMB,-0.25508036601300227
20,292,HML,0.18736109088356667
20,292,WML,0.7057662395434923
20,293,MKT_RF,0.27898550372703473
20,293,SMB,-0.18709940022830845
20,293,HML,0.5105179828904296
20,293,WML,0.6074884519864878
20,294,MKT_RF,0.5571738253988123
20,294,SMB,-0.010966208030330764
20,294,HML,0.2050041334758186
20,294,WML,0.12104563009152454
20,295,MKT_RF,0.6268357207442062
20,295,SMB,-0.6181372454474111
20,295,HML,0.31746531790844124
20,295,WML,0.21629221895445624
20,296,MKT_RF,0.26724009466719334
20,296,SMB,0.1818496179075797
20,296,HML,0.40899303381777646
20,296,WML,0.8526255714269191
20,297,MKT_RF,0.7367009019306745
20,297,SMB,-0.11163498179575305
20,297,HML,-0.012914015398589261
20,297,WML,-0.26847084460790893
20,298,MKT_RF,0.5830832860991458
20,298,SMB,-0.11834323875647784
20,298,HML,0.40228906971618644
20,298,WML,0.18002696689527065
20,299,MKT_RF,0.37204849112424715
20,299,SMB,-0.2272468817576083
20,299,HML,0.23942033386913572
20,299,WML,0.6904900412505406
20,300,MKT_RF,0.32282263200655714
20,300,SMB,-0.12024841003567197
20,300,HML,0.4248391918171667
20,300,WML,0.41507906025930474
20,301,MKT_RF,0.7657214240348227
20,301,SMB,-0.10058990492944521
20,301,HML,-0.1306173494019173
20,301,WML,-0.22079123465194783
20,302,MKT_RF,0.3702239865949248
20,302,SMB,-0.2779318097735641
20,302,HML,0.17605502802814704
20,302,WML,0.12328483159172886
20,303,MKT_RF,0.4987590639535519
20,303,SMB,-0.3415138237040271
20,303,HML,0.6487833392471181
20,303,WML,0.13424215346709406
20,304,MKT_RF,0.3132136897441024
20,304,SMB,-0.03767382242394554
20,304,HML,0.31034271556394405
20,304,WML,0.8334761358528882
20,305,MKT_RF,0.27888819507871987
20,305,SMB,0.06802773720906885
20,305,HML,0.47048634901232617
20,305,WML,0.5509280732274144
20,306,MKT_RF,0.563213016279008
20,306,SMB,-0.13551597805332333
20,306,HML,0.12497619269203267
20,306,WML,0.11802570029175695
20,307,MKT_RF,0.3017216380828201
20,307,SMB,-0.3121632209510511
20,307,HML,0.18095754457451882
20,307,WML,0.4256035215244962
20,308,MKT_RF,0.3578533816399417
20,308,SMB,0.10099254779851545
20,308,HML,0.4988176116003803
20,308,WML,0.13117207350445384
20,309,MKT_RF,0.44399331043759777
20,309,SMB,0.13647038315898963
20,309,HML,0.53952891818436
20,309,WML,0.13332769971182035
20,310,MKT_RF,0.2852270206180465
20,310,SMB,-0.21914417557643204
20,310,HML,0.6710697785238676
20,310,WML,0.6589551326971502
20,311,MKT_RF,0.5196258577143498
20,311,SMB,-0.28316637020698693
20,311,HML,0.5585937287087268
20,311,WML,0.09158814852208912
20,312,MKT_RF,0.3768100361396243
20,312,SMB,-0.314874110361638
20,312,HML,0.27473234343968517
20,312,WML,0.3268479926446129
20,313,MKT_RF,0.5374056172551493
20,313,SMB,-0.39807124432443675
20,313,HML,0.04182087395841675
20,313,WML,0.5532295253880832
20,314,MKT_RF,0.2989435408615521
20,314,SMB,0.16841345345702508
20,314,HML,0.388323288375837
20,314,WML,0.436169364010921
20,315,MKT_RF,0.445334958081491
20,315,SMB,-0.399817692274216
